date,region,cases_cases,weather_temperature,weather_humidity,weather_precipitation,wastewater_viral_load,day_of_week,month,year,day,day_of_year_sin,day_of_year_cos
2020-04-11,Region_3,96.0,28.8,44.2,1.3,615.45,5,4,2020,11,0.9831469737221499,-0.1828169249850199
2020-04-12,Region_3,85.0,29.4,47.8,1.7,436.43,6,4,2020,12,0.9798567700958665,-0.1997015525660636
2020-04-13,Region_3,96.0,28.2,39.1,0.3,631.27,0,4,2020,13,0.9762766110869321,-0.21652708524481437
2020-04-14,Region_3,121.0,28.4,44.2,2.3,554.51,1,4,2020,14,0.9724075561219968,-0.23328854407545518
2020-04-15,Region_3,90.0,31.8,43.4,2.0,633.64,2,4,2020,15,0.9682507501166718,-0.2499809690726521
2020-04-16,Region_3,94.0,31.8,44.7,0.9,397.95,3,4,2020,16,0.9638074231367307,-0.26659942067929354
2020-04-17,Region_3,100.0,31.8,36.5,0.6,776.8,4,4,2020,17,0.9590788900341131,-0.28313898122818354
2020-04-18,Region_3,107.0,30.6,47.3,0.3,612.33,5,4,2020,18,0.9540665500578387,-0.2995947563972602
2020-04-19,Region_3,102.0,30.2,44.9,1.1,340.72,6,4,2020,19,0.9487718864399473,-0.31596187665790293
2020-04-20,Region_3,96.0,33.4,43.8,0.5,447.0,0,4,2020,20,0.9431964659565866,-0.33223549871590435
2020-04-21,Region_3,84.0,26.6,47.3,3.7,421.09,1,4,2020,21,0.9373419384643772,-0.3484108069446808
2020-04-22,Region_3,100.0,29.3,47.1,0.3,444.74,2,4,2020,22,0.9312100364121947,-0.3644830148102912
2020-04-23,Region_3,90.0,29.0,42.1,0.1,269.31,3,4,2020,23,0.9248025743285089,-0.38044736628785164
2020-04-24,Region_3,103.0,32.6,40.8,1.0,629.66,4,4,2020,24,0.9181214482844364,-0.39629913726891813
2020-04-25,Region_3,98.0,30.4,48.8,1.4,463.59,5,4,2020,25,0.9111686353326631,-0.41203363695942635
2020-04-26,Region_3,91.0,32.2,42.7,0.0,451.15,6,4,2020,26,0.9039461929224011,-0.42764620926777464
2020-04-27,Region_3,89.0,28.8,46.3,1.3,527.27,0,4,2020,27,0.8964562582905575,-0.44313223418263453
2020-04-28,Region_3,87.0,32.2,41.4,0.1,535.24,1,4,2020,28,0.8887010478292915,-0.45848712914008766
2020-04-29,Region_3,79.0,30.5,34.7,3.2,252.41,2,4,2020,29,0.8806828564301475,-0.47370635037968
2020-04-30,Region_3,69.0,31.3,40.7,0.1,679.49,3,4,2020,30,0.8724040568049612,-0.48878539428899265
2020-05-01,Region_3,114.0,28.5,46.8,1.3,534.3,4,5,2020,1,0.8638670987837349,-0.503719798736334
2020-05-02,Region_3,104.0,28.5,49.5,0.7,553.16,5,5,2020,2,0.8550745085896932,-0.518505144391157
2020-05-03,Region_3,90.0,30.2,57.1,0.6,398.98,6,5,2020,3,0.8460288880917339,-0.533137056031809
2020-05-04,Region_3,84.0,32.0,38.0,0.9,354.98,0,5,2020,4,0.8367329140344921,-0.5476112038402312
2020-05-05,Region_3,96.0,28.3,49.6,3.0,412.51,1,5,2020,5,0.8271893372462497,-0.5619233046832195
2020-05-06,Region_3,99.0,28.6,41.6,3.3,288.38,2,5,2020,6,0.8174009818249189,-0.5760691233798758
2020-05-07,Region_3,92.0,31.2,48.1,0.7,512.9,3,5,2020,7,0.8073707443023492,-0.5900444739548627
2020-05-08,Region_3,82.0,33.3,38.0,5.4,296.39,4,5,2020,8,0.7971015927871943,-0.6038452208771035
2020-05-09,Region_3,97.0,28.5,48.1,1.0,612.84,5,5,2020,9,0.7865965660866021,-0.6174672802835514
2020-05-10,Region_3,77.0,33.5,41.9,0.1,516.92,6,5,2020,10,0.7758587728069828,-0.6309066211876704
2020-05-11,Region_3,82.0,28.3,45.9,0.2,539.42,0,5,2020,11,0.7648913904341225,-0.6441592666722685
2020-05-12,Region_3,84.0,32.6,42.0,0.9,347.9,1,5,2020,12,0.753697664392914,-0.6572212950663319
2020-05-13,Region_3,74.0,31.1,43.7,1.2,527.77,2,5,2020,13,0.742280907086982,-0.6700888411055113
2020-05-14,Region_3,80.0,28.3,40.1,0.8,395.41,3,5,2020,14,0.7306444969184916,-0.6827580970759147
2020-05-15,Region_3,81.0,29.1,49.5,0.5,340.13,4,5,2020,15,0.7187918772884232,-0.6952253139408722
2020-05-16,Region_3,82.0,28.8,48.4,0.6,529.99,5,5,2020,16,0.7067265555776158,-0.7074868024503348
2020-05-17,Region_3,88.0,31.8,49.0,1.0,417.44,6,5,2020,17,0.6944521021088763,-0.719538934232584
2020-05-18,Region_3,94.0,29.2,47.2,2.0,416.94,0,5,2020,18,0.6819721490904629,-0.7313781428679254
2020-05-19,Region_3,70.0,27.3,46.4,1.2,309.46,1,5,2020,19,0.6692903895412567,-0.7430009249440493
2020-05-20,Region_3,79.0,31.8,54.4,1.0,523.4,2,5,2020,20,0.6564105761979381,-0.7544038410927472
2020-05-21,Region_3,81.0,30.9,54.0,0.7,341.01,3,5,2020,21,0.6433365204044917,-0.765583517007675
2020-05-22,Region_3,71.0,31.9,37.9,0.2,453.19,4,5,2020,22,0.6300720909843687,-0.7765366444428655
2020-05-23,Region_3,79.0,32.2,45.8,0.6,441.48,5,5,2020,23,0.6166212130956382,-0.7872599821916922
2020-05-24,Region_3,72.0,23.6,47.7,5.2,466.53,6,5,2020,24,0.6029878670694714,-0.7977503570459932
2020-05-25,Region_3,81.0,31.4,46.8,4.4,276.91,0,5,2020,25,0.5891760872322963,-0.8080046647350754
2020-05-26,Region_3,84.0,30.3,49.6,0.5,388.86,1,5,2020,26,0.5751899607119775,-0.8180198708443174
2020-05-27,Region_3,83.0,27.9,55.7,0.3,331.24,2,5,2020,27,0.5610336262283677,-0.8277930117131022
2020-05-28,Region_3,77.0,28.2,39.8,1.1,322.86,3,5,2020,28,0.5467112728685939,-0.8373211953118121
2020-05-29,Region_3,61.0,26.3,42.7,1.9,364.4,4,5,2020,29,0.5322271388474397,-0.8466016020976267
2020-05-30,Region_3,69.0,31.7,54.4,8.6,282.55,5,5,2020,30,0.5175855102531889,-0.8556314858488706
2020-05-31,Region_3,74.0,30.3,46.6,1.0,238.58,6,5,2020,31,0.5027907197793043,-0.8644081744776648
2020-06-01,Region_3,59.0,28.8,39.8,1.3,296.07,0,6,2020,1,0.4878471454423119,-0.8729290708206411
2020-06-02,Region_3,77.0,24.6,46.8,4.3,387.3,1,6,2020,2,0.47275920928627757,-0.881191653407483
2020-06-03,Region_3,64.0,24.8,57.7,0.8,252.34,2,6,2020,3,0.4575313760742512,-0.8891934772070711
2020-06-04,Region_3,55.0,25.2,41.8,2.4,389.28,3,6,2020,4,0.44216815196707204,-0.8969321743510065
2020-06-05,Region_3,59.0,28.8,59.9,0.3,222.87,4,6,2020,5,0.42667408318992467,-0.9044054548343001
2020-06-06,Region_3,54.0,28.9,53.8,0.5,386.51,5,6,2020,6,0.4110537546870351,-0.9116111071930239
2020-06-07,Region_3,52.0,26.7,43.5,0.0,270.55,6,6,2020,7,0.3953117887649151,-0.9185469991587165
2020-06-08,Region_3,67.0,26.8,51.9,1.4,435.37,0,6,2020,8,0.37945284372454435,-0.925211078289358
2020-06-09,Region_3,73.0,23.6,45.7,0.2,258.77,1,6,2020,9,0.36348161248290634,-0.9316013725767187
2020-06-10,Region_3,53.0,27.0,50.5,3.1,299.01,2,6,2020,10,0.3474028211842774,-0.9377159910299093
2020-06-11,Region_3,61.0,23.8,50.2,1.1,220.52,3,6,2020,11,0.3312212278016865,-0.9435531242349544
2020-06-12,Region_3,50.0,25.3,50.0,2.1,391.89,4,6,2020,12,0.31494162072895193,-0.9491110448902284
2020-06-13,Region_3,64.0,25.2,52.5,1.1,233.74,5,6,2020,13,0.2985688173637202,-0.9543881083175908
2020-06-14,Region_3,51.0,22.5,50.8,1.3,268.29,6,6,2020,14,0.2821076626819194,-0.9593827529490743
2020-06-15,Region_3,56.0,26.5,56.6,2.0,202.1,0,6,2020,15,0.26556302780405594,-0.9640935007889755
2020-06-16,Region_3,53.0,25.9,55.2,8.0,336.22,1,6,2020,16,0.24893980855376657,-0.9685189578512204
2020-06-17,Region_3,51.0,25.9,63.7,2.1,261.34,2,6,2020,17,0.23224292400907015,-0.9726578145718654
2020-06-18,Region_3,46.0,25.8,49.0,4.9,189.59,3,6,2020,18,0.21547731504673012,-0.976508846196619
2020-06-19,Region_3,51.0,23.3,54.9,0.9,215.16,4,6,2020,19,0.19864794288017112,-0.9800709131432666
2020-06-20,Region_3,44.0,20.2,65.7,0.9,248.93,5,6,2020,20,0.18175978759137534,-0.9833429613388902
2020-06-21,Region_3,47.0,28.6,45.9,1.8,262.51,6,6,2020,21,0.16481784665719793,-0.9863240225317866
2020-06-22,Region_3,46.0,25.1,41.7,4.9,123.86,0,6,2020,22,0.14782713347053048,-0.9890132145779883
2020-06-23,Region_3,45.0,23.8,62.7,8.0,155.56,1,6,2020,23,0.13079267585675922,-0.9914097417023038
2020-06-24,Region_3,49.0,22.1,59.0,5.5,145.97,2,6,2020,24,0.11371951458594969,-0.9935128947338007
2020-06-25,Region_3,53.0,21.8,49.4,0.3,214.14,3,6,2020,25,0.0966127018812031,-0.9953220513156602
2020-06-26,Region_3,41.0,23.5,55.4,0.5,162.44,4,6,2020,26,0.07947729992362097,-0.9968366760893436
2020-06-27,Region_3,38.0,19.7,53.6,1.2,159.19,5,6,2020,27,0.062318379354325076,-0.998056320853012
2020-06-28,Region_3,39.0,19.8,52.7,0.0,164.12,6,6,2020,28,0.04514101777397193,-0.9989806246941579
2020-06-29,Region_3,36.0,23.8,55.3,1.4,168.81,0,6,2020,29,0.02795029824021032,-0.999609314096404
2020-06-30,Region_3,34.0,21.1,55.4,2.1,124.51,1,6,2020,30,0.01075130776352193,-0.9999422030204416
2020-07-01,Region_3,32.0,25.1,53.7,3.5,179.28,2,7,2020,1,-0.00645086419810515,-0.9999791929590823
2020-07-02,Region_3,40.0,22.0,64.4,0.7,127.94,3,7,2020,2,-0.023651127245231586,-0.9997202729664083
2020-07-03,Region_3,33.0,20.7,59.0,1.6,172.77,4,7,2020,3,-0.04084439154329611,-0.9991655196610109
2020-07-04,Region_3,31.0,22.7,63.9,1.8,373.63,5,7,2020,4,-0.05802556932878035,-0.9983150972033183
2020-07-05,Region_3,30.0,23.4,60.9,3.2,560.05,6,7,2020,5,-0.07518957641475855,-0.9971692572470178
2020-07-06,Region_3,32.0,20.2,55.6,4.2,311.06,0,7,2020,6,-0.09233133369539122,-0.9957283388645872
2020-07-07,Region_3,30.0,19.5,58.3,3.5,553.26,1,7,2020,7,-0.10944576864891556,-0.993992768446958
2020-07-08,Region_3,28.0,23.3,63.4,1.3,707.27,2,7,2020,8,-0.12652781683868314,-0.9919630595773397
2020-07-09,Region_3,30.0,19.8,61.4,0.6,880.23,3,7,2020,9,-0.1435724234118113,-0.9896398128792412
2020-07-10,Region_3,26.0,19.5,60.1,3.4,834.53,4,7,2020,10,-0.16057454459499376,-0.9870237158387383
2020-07-11,Region_3,59.0,23.7,65.5,9.0,838.0,5,7,2020,11,-0.17752914918703497,-0.984115542601034
2020-07-12,Region_3,79.0,20.7,58.7,2.1,1198.6,6,7,2020,12,-0.19443122004766195,-0.9809161537413774
2020-07-13,Region_3,92.0,15.4,67.8,1.3,697.9,0,7,2020,13,-0.2112757555821793,-0.9774264960104055
2020-07-14,Region_3,129.0,22.0,61.2,3.6,913.52,1,7,2020,14,-0.2280577712215198,-0.9736476020539838
2020-07-15,Region_3,153.0,20.1,59.1,8.1,1054.28,2,7,2020,15,-0.24477230089725957,-0.9695805901076308
2020-07-16,Region_3,200.0,17.3,64.3,2.6,694.81,3,7,2020,16,-0.2614143985111562,-0.965226663665613
2020-07-17,Region_3,187.0,17.8,56.2,1.9,394.89,4,7,2020,17,-0.2779791393987801,-0.9605871111248129
2020-07-18,Region_3,152.0,17.4,70.1,4.2,347.74,5,7,2020,18,-0.2944616217868012,-0.9556633054034704
2020-07-19,Region_3,171.0,16.2,62.1,4.2,322.75,6,7,2020,19,-0.3108569682435036,-0.9504567035349151
2020-07-20,Region_3,147.0,14.0,56.8,2.0,347.94,0,7,2020,20,-0.3271603271220951,-0.9449688462364056
2020-07-21,Region_3,129.0,19.7,61.1,1.2,328.58,1,7,2020,21,-0.34336687399638804,-0.939201357453208
2020-07-22,Region_3,141.0,18.1,62.0,2.4,240.91,2,7,2020,22,-0.3594718130884232,-0.9331559438780432
2020-07-23,Region_3,112.0,14.4,65.0,8.0,131.75,3,7,2020,23,-0.3754703786876202,-0.9268343944460494
2020-07-24,Region_3,91.0,12.9,67.1,2.9,34.28,4,7,2020,24,-0.3913578365610259,-0.9202385798054075
2020-07-25,Region_3,93.0,14.8,69.7,0.0,11.48,5,7,2020,25,-0.4071294853542516,-0.9133704517637858
2020-07-26,Region_3,75.0,15.3,60.6,2.5,15.81,6,7,2020,26,-0.4227806579826773,-0.9062320427107697
2020-07-27,Region_3,69.0,15.1,56.7,14.25,34.33,0,7,2020,27,-0.4383067230125192,-0.898825465016444
2020-07-28,Region_3,56.0,14.5,67.6,4.9,5.51,1,7,2020,28,-0.45370308603134424,-0.8911529104063088
2020-07-29,Region_3,38.0,15.4,69.1,6.1,57.74,2,7,2020,29,-0.46896519100763184,-0.8832166493127127
2020-07-30,Region_3,22.0,18.4,62.7,0.6,9.88,3,7,2020,30,-0.48408852163897587,-0.8750190302029955
2020-07-31,Region_3,6.0,15.6,70.0,0.7,0.0,4,7,2020,31,-0.4990686026885319,-0.8665624788845385
2020-08-01,Region_3,2.0,14.9,75.7,14.25,0.0,5,8,2020,1,-0.5139010013093103,-0.8578494977869301
2020-08-02,Region_3,3.0,10.8,66.4,2.2,5.12,6,8,2020,2,-0.5285813283559292,-0.8488826652214553
2020-08-03,Region_3,11.0,14.2,64.7,2.7,22.7,0,8,2020,3,-0.5431052396834317,-0.8396646346181327
2020-08-04,Region_3,1.0,9.7,68.3,0.3,0.0,1,8,2020,4,-0.5574684374327892,-0.8301981337405212
2020-08-05,Region_3,9.0,15.0,69.2,0.5,0.0,2,8,2020,5,-0.5716666713027052,-0.8204859638785327
2020-08-06,Region_3,2.0,14.8,73.7,4.5,6.0,3,8,2020,6,-0.5856957398073508,-0.8105309990194823
2020-08-07,Region_3,0.0,11.4,66.5,2.6,10.4,4,8,2020,7,-0.5995514915196489,-0.8003361849976323
2020-08-08,Region_3,0.0,12.1,69.5,1.5,0.0,5,8,2020,8,-0.6132298262997502,-0.7899045386224707
2020-08-09,Region_3,1.0,14.3,73.2,14.25,0.0,6,8,2020,9,-0.6267266965083301,-0.7792391467859886
2020-08-10,Region_3,4.0,11.0,71.2,0.2,0.0,0,8,2020,10,-0.6400381082043503,-0.7683431655492202
2020-08-11,Region_3,0.0,10.9,77.5,2.9,0.0,1,8,2020,11,-0.65316012232693,-0.7572198192083127
2020-08-12,Region_3,0.0,15.7,66.7,11.9,0.0,2,8,2020,12,-0.666088855860977,-0.7458723993404063
2020-08-13,Region_3,1.0,11.3,75.8,11.1,0.0,3,8,2020,13,-0.6788204829862355,-0.734304263829602
2020-08-14,Region_3,2.0,10.7,79.3,7.9,0.0,4,8,2020,14,-0.6913512362094071,-0.722518835873311
2020-08-15,Region_3,0.0,9.7,66.9,7.9,0.0,5,8,2020,15,-0.7036774074790128,-0.7105196029692745
2020-08-16,Region_3,0.0,13.1,81.9,5.3,0.0,6,8,2020,16,-0.7157953492826642,-0.6983101158835584
2020-08-17,Region_3,0.0,10.2,73.8,0.4,0.0,0,8,2020,17,-0.7277014757264236,-0.6858939875998223
2020-08-18,Region_3,0.0,6.3,72.5,9.9,0.0,1,8,2020,18,-0.7393922635959241,-0.673274892250183
2020-08-19,Region_3,0.0,10.7,69.5,7.7,0.0,2,8,2020,19,-0.7508642533989489,-0.6604565640279754
2020-08-20,Region_3,0.0,11.0,71.2,0.4,0.0,3,8,2020,20,-0.7621140503891487,-0.6474427960827475
2020-08-21,Region_3,0.0,6.1,74.4,6.9,0.0,4,8,2020,21,-0.7731383255706026,-0.6342374393978054
2020-08-22,Region_3,0.0,6.7,69.5,14.25,0.0,5,8,2020,22,-0.7839338166829201,-0.620844401650647
2020-08-23,Region_3,0.0,7.0,62.7,5.7,0.0,6,8,2020,23,-0.7944973291665992,-0.6072676460566135
2020-08-24,Region_3,0.0,8.2,71.8,5.7,0.0,0,8,2020,24,-0.8048257371083452,-0.593511190196115
2020-08-25,Region_3,0.0,7.5,82.8,6.0,0.0,1,8,2020,25,-0.8149159841660791,-0.5795791048257612
2020-08-26,Region_3,0.0,6.4,77.1,1.6,0.0,2,8,2020,26,-0.8247650844733614,-0.5654755126737576
2020-08-27,Region_3,0.0,8.6,74.7,4.8,0.0,3,8,2020,27,-0.8343701235229538,-0.5512045872199277
2020-08-28,Region_3,0.0,2.2,76.8,10.1,0.0,4,8,2020,28,-0.8437282590292712,-0.5367705514607103
2020-08-29,Region_3,0.0,5.0,80.0,13.6,0.0,5,8,2020,29,-0.8528367217694595,-0.522177676659508
2020-08-30,Region_3,0.0,3.5,77.4,0.5,0.0,6,8,2020,30,-0.8616928164028522,-0.5074302810827518
2020-08-31,Region_3,0.0,8.8,73.2,12.5,0.0,0,8,2020,31,-0.8702939222685674,-0.49253272872205434
2020-09-01,Region_3,0.0,4.3,71.6,10.4,0.0,1,9,2020,1,-0.8786374941610001,-0.4774894280028391
2020-09-02,Region_3,0.0,4.4,73.8,5.7,0.0,2,9,2020,2,-0.886721063082993,-0.46230483047981086
2020-09-03,Region_3,0.0,3.6,78.1,7.0,0.0,3,9,2020,3,-0.8945422369764496,-0.4469834295196741
2020-09-04,Region_3,0.0,4.1,85.1,1.7,0.0,4,9,2020,4,-0.9020987014301837,-0.43152975897147144
2020-09-05,Region_3,0.0,5.2,80.1,12.9,0.0,5,9,2020,5,-0.9093882203647925,-0.4159483918249421
2020-09-06,Region_3,0.0,11.0,78.1,12.9,0.0,6,9,2020,6,-0.9164086366943458,-0.4002439388573056
2020-09-07,Region_3,0.0,2.5,80.9,1.0,0.0,0,9,2020,7,-0.9231578729647039,-0.38442104726885545
2020-09-08,Region_3,0.0,3.1,83.1,1.2,0.0,1,9,2020,8,-0.9296339319682695,-0.3684843993077793
2020-09-09,Region_3,0.0,5.4,77.2,2.3,0.0,2,9,2020,9,-0.9358348973349941,-0.35243871088460327
2020-09-10,Region_3,0.0,1.8,87.5,2.9,0.0,3,9,2020,10,-0.9417589340994617,-0.33628873017668287
2020-09-11,Region_3,0.0,4.4,88.4,7.0,0.0,4,9,2020,11,-0.9474042892438845,-0.32003923622313857
2020-09-12,Region_3,0.0,3.6,76.9,12.8,0.0,5,9,2020,12,-0.9527692922168511,-0.30369503751065885
2020-09-13,Region_3,0.0,4.3,77.0,13.0,0.0,6,9,2020,13,-0.9578523554276669,-0.28726097055059635
2020-09-14,Region_3,0.0,5.3,79.5,14.1,0.0,0,9,2020,14,-0.9626519747161487,-0.2707418984477642
2020-09-15,Region_3,0.0,-0.1,92.0,14.25,0.0,1,9,2020,15,-0.9671667297977312,-0.2541427094613622
2020-09-16,Region_3,0.0,3.6,86.8,14.25,0.0,2,9,2020,16,-0.97139528468375,-0.23746831555846842
2020-09-17,Region_3,0.0,2.9,77.5,14.25,0.0,3,9,2020,17,-0.9753363880767837,-0.2207236509605022
2020-09-18,Region_3,0.0,-0.6,77.4,12.3,0.0,4,9,2020,18,-0.9789888737409319,-0.20391367068311472
2020-09-19,Region_3,0.0,6.9,84.1,1.7,0.0,5,9,2020,19,-0.9823516608469237,-0.18704334906991657
2020-09-20,Region_3,0.0,2.9,85.9,0.4,0.0,6,9,2020,20,-0.9854237542919524,-0.17011767832049052
2020-09-21,Region_3,0.0,1.4,79.3,2.8,0.0,0,9,2020,21,-0.9882042449941422,-0.15314166701312007
2020-09-22,Region_3,0.0,3.5,81.5,5.2,0.0,1,9,2020,22,-0.9906923101615609,-0.13612033862266704
2020-09-23,Region_3,0.0,3.2,90.8,14.25,0.0,2,9,2020,23,-0.9928872135356962,-0.11905873003404988
2020-09-24,Region_3,0.0,1.3,86.2,7.2,0.0,3,9,2020,24,-0.994788305609327,-0.10196189005174576
2020-09-25,Region_3,0.0,1.0,84.0,0.9,0.0,4,9,2020,25,-0.9963950238187231,-0.08483487790576538
2020-09-26,Region_3,0.0,3.7,81.0,5.1,0.0,5,9,2020,26,-0.9977068927101168,-0.06768276175455162
2020-09-27,Region_3,0.0,1.4,88.7,7.2,0.0,6,9,2020,27,-0.9987235240803972,-0.050510617185222886
2020-09-28,Region_3,0.0,1.2,84.1,9.2,0.0,0,9,2020,28,-0.9994446170919858,-0.033323525711631344
2020-09-29,Region_3,0.0,1.0,87.1,14.25,0.0,1,9,2020,29,-0.9998699583618592,-0.016126573270657762
2020-09-30,Region_3,0.0,-0.6,81.1,8.7,0.0,2,9,2020,30,-0.9999994220246925,0.001075151282798226
2020-10-01,Region_3,0.0,-0.7,93.1,9.4,0.0,3,10,2020,1,-0.999832969770105,0.018276557681691223
2020-10-02,Region_3,0.0,-2.5,88.4,1.0,0.0,4,10,2020,2,-0.9993706508539969,0.03547255575312556
2020-10-03,Region_3,0.0,-1.8,90.5,2.1,0.0,5,10,2020,3,-0.9986126020839734,0.052658056924614005
2020-10-04,Region_3,0.0,-1.5,84.5,5.8,0.0,6,10,2020,4,-0.9975590477788613,0.06982797572987089
2020-10-05,Region_3,0.0,1.9,81.5,2.6,0.0,0,10,2020,5,-0.9962102997023297,0.0869772313136861
2020-10-06,Region_3,0.0,1.3,87.6,1.4,0.0,1,10,2020,6,-0.9945667569706337,0.1041007489354256
2020-10-07,Region_3,0.0,0.3,93.0,4.8,0.0,2,10,2020,7,-0.9926289059345095,0.121193461470736
2020-10-08,Region_3,0.0,0.3,93.1,14.25,0.0,3,10,2020,8,-0.9903973200352558,0.1382503109109819
2020-10-09,Region_3,0.0,0.3,87.2,0.9,0.0,4,10,2020,9,-0.9878726596350429,0.15526624985999563
2020-10-10,Region_3,0.0,0.1,86.1,6.3,0.0,5,10,2020,10,-0.9850556718215013,0.172236243027682
2020-10-11,Region_3,0.0,-3.2,86.7,6.1,0.0,6,10,2020,11,-0.981947190186646,0.18915526872004093
2020-10-12,Region_3,0.0,-0.9,91.8,0.2,0.0,0,10,2020,12,-0.9785481345802031,0.20601832032517084
2020-10-13,Region_3,0.0,1.5,88.8,14.25,0.0,1,10,2020,13,-0.9748595108374125,0.22282040779479959
2020-10-14,Region_3,0.0,0.8,87.6,11.7,0.0,2,10,2020,14,-0.9708824104813836,0.23955655912092708
2020-10-15,Region_3,0.0,-0.9,86.0,10.3,0.0,3,10,2020,15,-0.9666180104000972,0.2562218218071163
2020-10-16,Region_3,0.0,-3.7,82.9,9.1,0.0,4,10,2020,16,-0.9620675724981452,0.27281126433401914
2020-10-17,Region_3,0.0,-0.2,88.9,7.9,0.0,5,10,2020,17,-0.957232443323312,0.28931997761869527
2020-10-18,Region_3,0.0,-1.0,94.7,3.7,0.0,6,10,2020,18,-0.9521140536681102,0.3057430764672831
2020-10-19,Region_3,0.0,1.2,92.0,6.0,0.0,0,10,2020,19,-0.9467139181463862,0.3220757010206104
2020-10-20,Region_3,0.0,-3.9,92.5,14.25,0.0,1,10,2020,20,-0.9410336347451197,0.3383130181923076
2020-10-21,Region_3,0.0,0.2,96.5,14.25,0.0,2,10,2020,21,-0.9350748843515574,0.3544502230989869
2020-10-22,Region_3,0.0,-3.9,86.6,3.6,0.0,3,10,2020,22,-0.9288394302558068,0.3704825404820963
2020-10-23,Region_3,0.0,-2.1,94.5,1.8,0.0,4,10,2020,23,-0.9223291176290545,0.3864052261209853
2020-10-24,Region_3,0.0,-2.3,85.1,0.7,0.0,5,10,2020,24,-0.9155458729775467,0.40221356823680365
2020-10-25,Region_3,0.0,-2.6,89.6,12.3,0.0,6,10,2020,25,-0.9084917035725082,0.41790288888678667
2020-10-26,Region_3,0.0,-1.5,86.7,14.25,0.0,0,10,2020,26,-0.9011686968561569,0.4334685453485363
2020-10-27,Region_3,0.0,-4.8,87.6,14.25,0.0,1,10,2020,27,-0.8935790198239952,0.4489059314938798
2020-10-28,Region_3,0.0,-3.6,98.7,13.3,0.0,2,10,2020,28,-0.8857249183835637,0.4642104791518923
2020-10-29,Region_3,0.0,-6.0,84.3,1.2,0.0,3,10,2020,29,-0.8776087166898392,0.4793776594606945
2020-10-30,Region_3,0.0,-1.8,96.6,0.7,0.0,4,10,2020,30,-0.8692328164574792,0.49440298420761813
2020-10-31,Region_3,0.0,-4.9,100.0,14.25,0.0,5,10,2020,31,-0.8605996962501181,0.5092820071573356
2020-11-01,Region_3,0.0,-2.4,85.6,1.0,0.0,6,11,2020,1,-0.8517119107469189,0.5240103253675756
2020-11-02,Region_3,0.0,-2.5,90.7,7.3,0.0,0,11,2020,2,-0.8425720899866032,0.5385835804920232
2020-11-03,Region_3,0.0,1.6,91.9,8.1,51.76,1,11,2020,3,-0.8331829385891785,0.5529974600700271
2020-11-04,Region_3,0.0,-0.4,90.6,1.9,7.23,2,11,2020,4,-0.8235472349556007,0.5672476988027229
2020-11-05,Region_3,0.0,-1.7,81.7,3.2,5.75,3,11,2020,5,-0.8136678304455991,0.5813300798152042
2020-11-06,Region_3,0.0,-2.4,83.1,0.2,20.56,4,11,2020,6,-0.8035476485339116,0.5952404359043674
2020-11-07,Region_3,0.0,-1.1,84.1,2.3,0.0,5,11,2020,7,-0.7931896839451843,0.6089746507720486
2020-11-08,Region_3,0.0,1.8,81.2,0.7,5.19,6,11,2020,8,-0.7825970017677834,0.6225286602431057
2020-11-09,Region_3,0.0,0.1,83.7,9.9,0.0,0,11,2020,9,-0.7717727365467836,0.6358984534680745
2020-11-10,Region_3,8.0,-1.6,88.6,0.5,0.0,1,11,2020,10,-0.7607200913564104,0.6490800741100398
2020-11-11,Region_3,1.0,-1.0,86.0,8.5,43.07,2,11,2020,11,-0.7494423368521954,0.6620696215153815
2020-11-12,Region_3,1.0,-3.4,94.2,11.4,33.06,3,11,2020,12,-0.7379428103031386,0.6748632518680403
2020-11-13,Region_3,3.0,0.4,72.7,5.0,35.73,4,11,2020,13,-0.7262249146041543,0.6874571793269664
2020-11-14,Region_3,0.0,-3.4,88.2,0.7,20.91,5,11,2020,14,-0.7142921172691032,0.699847677146407
2020-11-15,Region_3,1.0,4.2,88.7,11.3,40.64,6,11,2020,15,-0.7021479494046978,0.7120310787787131
2020-11-16,Region_3,0.0,0.6,90.2,2.0,14.06,0,11,2020,16,-0.6897960046655887,0.7240037789593305
2020-11-17,Region_3,0.0,-1.3,75.5,1.0,53.56,1,11,2020,17,-0.6772399381909491,0.7357622347736527
2020-11-18,Region_3,7.0,-1.1,81.2,3.5,132.82,2,11,2020,18,-0.6644834655228552,0.7473029667054296
2020-11-19,Region_3,5.0,1.2,85.9,6.0,65.96,3,11,2020,19,-0.6515303615068021,0.75862255966641
2020-11-20,Region_3,8.0,-5.1,85.8,14.25,73.88,4,11,2020,20,-0.6383844591746642,0.7697176640069211
2020-11-21,Region_3,3.0,0.8,85.5,3.3,55.28,5,11,2020,21,-0.6250496486104377,0.7805849965070866
2020-11-22,Region_3,7.0,2.6,83.5,14.25,34.16,6,11,2020,22,-0.6115298757991053,0.7912213413483807
2020-11-23,Region_3,3.0,1.0,75.2,9.9,96.63,0,11,2020,23,-0.5978291414589552,0.801623551065242
2020-11-24,Region_3,11.0,0.3,85.5,7.1,31.65,1,11,2020,24,-0.5839514998576998,0.8117885474764613
2020-11-25,Region_3,18.0,1.9,90.7,14.25,109.08,2,11,2020,25,-0.5699010576127624,0.8217133225960589
2020-11-26,Region_3,14.0,0.9,92.7,14.25,85.72,3,11,2020,26,-0.5556819724760489,0.8313949395234058
